papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
VVEO3,2.37,2.35,0.23,0.068,0.0576,0.069,0.2,1.48,-0.8,6.36,4.16,0.045899999999999996,0.028999999999999998,0.0668,0.0992,2.32,9311760.0,3286280000.0,1.3,0.3018
WEGE3,37.85,27.62,9.13,4.838,0.0183,4.967,16.22,21.48,21.27,20.96,19.28,0.22519999999999998,0.18030000000000002,0.31989999999999996,0.33049999999999996,1.84,247269000.0,17407300000.0,0.15,0.2433
WEGE4,16.1,11.75,3.88,2.058,0.0,2.113,6.9,9.14,9.05,8.62,7.93,0.22519999999999998,0.18030000000000002,0.31989999999999996,0.33049999999999996,1.84,0.0,17407300000.0,0.15,0.2433
WEST3,1.0,-2.02,0.46,0.57,0.0,0.333,0.88,-1.3,1.09,0.06,0.09,-0.4379,-0.2821,-0.5042,-0.22769999999999999,2.88,65016.0,240900000.0,0.06,3.2946
WHRL3,4.55,17.64,3.05,0.589,0.0748,0.761,26.33,8.4,-13.17,7.8,6.45,0.0702,0.0336,0.23079999999999998,0.17309999999999998,1.04,15755.5,2239720000.0,0.6,0.0848
WHRL4,4.71,18.26,3.16,0.61,0.0795,0.788,27.25,8.69,-13.63,8.09,6.7,0.0702,0.0336,0.23079999999999998,0.17309999999999998,1.04,39481.8,2239720000.0,0.6,0.0848
WISA3,0.2,-0.28,-0.01,0.175,0.0,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-0.7141,-0.6275,-0.0978,0.0239,0.18,0.0,-205386000.0,-0.52,-0.4866
WISA4,0.25,-0.35,-0.01,0.219,0.0,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-0.7141,-0.6275,-0.0978,0.0239,0.18,0.0,-205386000.0,-0.52,-0.4866
WIZC3,5.96,5.77,1.84,0.827,0.041299999999999996,0.364,15.05,1.66,-1.28,1.63,1.34,0.49700000000000005,0.233,0.2747,0.3181,1.11,2906250.0,519136000.0,0.67,0.1222
WLMM3,23.2,7.2,1.16,0.308,0.0555,0.957,2.04,5.5,2.42,5.3,5.13,0.055999999999999994,0.042800000000000005,0.1907,0.1612,5.56,492.49,728425000.0,0.03,0.2688
WLMM4,31.69,9.83,1.58,0.421,0.0447,1.307,2.79,7.51,3.3,7.31,7.08,0.055999999999999994,0.042800000000000005,0.1907,0.1612,5.56,37036.8,728425000.0,0.03,0.2688
WMBY3,25.39,-19.3,2.87,0.836,0.0,0.182,1.2,8.62,-1.5,25.02,25.02,0.09699999999999999,-0.0705,0.0239,-0.14859999999999998,1.44,0.0,212439000.0,6.51,-0.1448
WSON33,67.0,8.07,0.98,1.067,0.0,0.4,13.41,2.42,-0.89,5.08,5.08,0.4414,0.1358,0.18359999999999999,0.1217,1.26,0.0,2148530000.0,1.21,0.052300000000000006
YDUQ3,11.38,22.84,1.1,0.664,0.0482,0.366,4.74,4.34,-0.86,9.74,4.86,0.15289999999999998,0.0294,0.0946,0.0482,1.48,73933200.0,3197080000.0,1.62,0.1
ZAMP3,3.4,-7.02,0.71,0.235,0.0,0.204,5.13,13.67,-0.51,25.7,3.41,0.0172,-0.0335,0.0204,-0.1018,1.15,3665340.0,1310440000.0,1.37,0.1297
